Store_Size,Product_Price,Day_of_Week,Promotion,Holiday,Monthly_Target,Sales
1815,451.28042760582895,5,0,0,34121.582202131336,5608.987055402678
4987,348.69871022873065,2,1,0,34759.66258794353,2734.8672483487344
2527,344.7600896582859,7,1,1,47630.931987580036,7055.102475819948
2919,413.06609919672024,2,0,1,41036.46131229224,2988.8434401751338
2415,269.53422254098973,7,1,1,15117.476980471327,3443.333233250498
2158,409.37666991720397,5,1,1,23900.28329700724,11903.161361525506
2218,254.06446922039282,1,0,1,27415.745847029426,2157.136728890373
1400,42.91594595869795,5,1,1,25838.463549904198,1587.6867464777547
1639,208.57156313356748,5,0,1,36772.34436647517,14573.867927939458
4104,253.7577980501464,2,0,0,45675.724130262504,7871.294801979846
3735,362.89926499982494,2,0,0,22242.05854091152,3382.131635443592
1459,62.223577763050436,5,0,0,32075.085456847424,5818.642646334457
1954,78.60908394362,5,1,0,41576.37687654342,13199.643639695581
4954,139.20506329096204,5,1,1,26648.722353813973,6235.194775676172
1469,140.58421275173228,2,1,0,16724.725135971836,10395.90137728775
4446,368.77044344494055,5,0,0,28998.03861054993,3312.2108278067735
2045,132.8580236751829,5,1,0,12208.900829721139,12173.779114503492
3797,320.2180510451493,4,1,0,47695.33816009107,7005.475993022017
2693,252.19418656775298,1,0,1,12992.848207798921,12912.400256045614
3085,290.9142453079063,3,0,1,27538.268610023126,16359.502763776434
3277,420.67241195736494,1,1,1,31195.25044354105,12621.281968409856
4436,208.14693575902191,4,0,0,49412.15329149142,6619.203689305393
1562,387.7465747614925,3,0,1,16640.87294571443,5859.130329417708
3485,216.7976691798368,7,0,0,14577.260744494342,7220.998215935512
2799,183.39697451501223,5,0,1,10348.245882501744,4127.789751493592
4354,479.72731688347807,4,1,1,16222.857474772092,4442.265166150381
3074,100.34175113269197,7,0,1,18290.919162706705,16023.13093610319
1225,54.26511068302786,5,0,1,35223.23766332369,8309.918953641454
4348,387.78310351238446,2,0,1,18788.271615656016,9283.908430841131
1797,43.442355623504874,6,0,0,10820.83258917301,12286.939845769411
4680,420.1687054444844,4,0,1,43064.73382009955,12203.416407879406
3331,224.22476421504933,2,0,0,24623.82804015867,2280.160558916589
3926,458.6017018730379,4,0,0,24147.867463229355,16799.274940415646
1959,363.5511019497338,4,0,0,22099.161166717065,4369.204511254849
2504,309.09828683389924,2,1,0,49014.931085856835,14738.361084943708
1452,475.1603305583052,3,0,0,16804.61669237126,15680.748774435166
4067,204.3581927955066,1,1,1,45929.52255812941,14583.09114773496
4900,477.5025989044202,5,0,1,41072.13328559552,12000.575284528759
1815,76.15062593639139,4,0,1,13059.198219972523,1277.5709450687743
1658,247.03992154688225,5,0,1,49469.164060033945,7847.134354900243
4587,142.2564989721755,6,0,0,20854.638541560424,12491.949157889043
1546,274.5229616650148,2,1,1,13943.317080896493,8361.574622528235
2215,89.38680016687645,5,0,1,43172.56936503038,17406.118003343447
4120,422.34953355192124,2,0,0,38267.02134710799,6867.243231642692
4583,424.73984616413304,5,1,0,34688.75223511603,6577.161056714548
1016,478.0657932345047,1,1,1,16239.234547957327,6053.956168760502
4243,85.78934903278575,1,0,1,29139.844650238476,7322.836510255114
2243,315.43294994344546,1,1,0,41222.24107548855,11590.694321969557
3205,242.3762812631811,1,1,1,22144.957525753613,14433.290591179226
3524,178.7480287016743,1,1,1,22467.59314060166,13588.790437036916
2069,182.25467895576722,1,0,1,10125.636241924885,16346.638579648114
4444,212.2688397973086,2,0,1,16969.73606581518,17832.36591445107
3565,355.413519347587,4,0,0,45016.22500487337,16505.501804523672
3146,303.16016855139577,5,1,0,27669.859665508284,1359.962664112737
4963,235.24394125295424,1,0,0,49369.37996937736,14982.441117487786
2768,47.20737108111482,2,1,1,25828.318542951703,4959.5918987483
2060,48.105018598688964,2,0,1,38607.45819120965,3525.63281145167
3327,11.146301406631347,2,0,1,21276.761716189165,13131.286911183575
4420,484.1727002214724,4,1,1,24552.38564563734,7075.120712746203
3544,12.574371093608608,5,0,1,17629.039503635788,2085.226104038422
1301,60.515935546734994,4,1,0,23882.4947399758,3614.9649535688654
1180,164.15231283661134,3,1,1,31889.500816825723,1017.6589205292602
1606,405.640823390213,7,0,1,49670.915239169975,18161.248919549438
4170,481.42840502441766,2,1,0,36568.06852287143,1467.741692983533
1699,397.1066438080095,3,0,1,17969.838176332563,4979.65962068071
1992,348.3745138983639,6,0,0,11798.457663662046,8908.992833070239
2139,265.437327032649,1,1,0,15054.259252580425,7774.855193065562
1190,52.485553812469966,7,0,0,32502.208050921894,18322.79166134274
3300,479.50368857192586,1,1,0,40606.41315267065,1765.4899689563001
1980,381.6122828333839,4,0,0,47616.768292029876,10732.07944586398
3975,323.0851988137883,7,0,1,10632.926879872834,13929.109787963105
3006,381.92756431403643,5,0,0,30910.40566247479,18702.261499942208
2184,364.8106313438379,3,0,0,28834.69424892707,12787.0537903507
4327,322.24347409684856,5,0,1,36242.200879028154,16271.34948422349
4394,490.4826320881942,4,1,1,32383.154178613677,2590.7738190616196
1127,452.6482681916522,1,1,0,37481.56602329922,8332.85070780162
3065,326.86581036741006,7,1,1,36323.303389967616,8104.995555102282
2816,349.6558536138931,5,1,1,14680.46899431785,17839.476112658635
2758,35.2819452627679,5,1,0,41988.71654474878,3876.0522540022234
3613,338.25955762951924,1,1,0,14929.303028652994,3885.837274395975
1569,31.641064477949087,7,0,1,37941.22500836548,7242.604847830171
2346,298.2492409152662,3,0,0,26645.81470562427,2034.854899969914
2895,499.6832147872591,1,1,0,30554.029383063917,4466.7027723973115
3733,282.345224904218,5,1,1,46131.92057502842,19338.98313236897
4863,241.87295785985336,3,0,0,45595.349058939464,9135.494857476284
1625,163.2988796877379,3,0,0,42714.25222620118,13008.364960026292
4359,69.05606360536757,1,0,0,30405.93521825293,14796.113927548102
3901,368.201599014558,5,1,0,39449.59240535332,7972.266733136809
2686,104.37352361495891,4,1,0,30515.882220752374,3797.3144137998224
4009,66.48819041116934,5,1,1,44784.243298991096,4925.039308213836
4710,216.66370326795115,2,0,1,26111.033329315997,6952.063055031596
1154,399.7175005999577,7,0,0,48809.41377659507,13085.299986692287
3537,375.081628578908,6,1,1,47292.9103291551,8567.330432692033
2409,36.89248117677271,4,1,0,39664.10477807142,1129.4792601024342
1784,233.0204056677165,3,0,0,21176.63536704288,10944.736516281966
4175,265.9929422748728,4,0,0,15266.143551730336,18508.75444624094
4464,325.82785880665284,7,0,0,44188.1380037279,16429.4746091649
4882,328.5820017171818,3,0,0,16612.09144551845,16679.016053932988
1245,188.70165223407986,7,1,1,44170.431559893426,16106.102334516492
4247,284.73182506172185,3,0,1,29630.600268494418,7150.88568659805
4110,245.72032308360235,4,0,0,26262.27135232417,15538.682841333448
2500,443.64919469640773,3,0,1,46127.631153377166,3720.065798412667
2705,269.8299149911011,3,1,0,34154.03930161112,13496.606798243116
3806,226.10575925659919,2,1,1,33064.56028518871,13189.802767014893
1537,208.19787034410686,5,0,0,32350.637784975905,1485.8261827049587
2890,290.4896021223982,5,0,1,24846.780640781257,15971.4325382277
2841,403.94871990643986,6,0,0,41425.72414116509,18161.71399680748
1920,273.8167302865859,6,1,0,20111.93776063092,6080.8902909700455
3455,334.2110357894653,2,1,1,47555.798401651,16435.42375953687
1524,371.54932578419726,6,1,1,45759.40820187843,2565.713465377016
3875,264.8823738405786,7,0,0,23499.213026995927,12399.389306960255
2529,219.14035776088355,4,1,1,39178.55079326655,10227.290441351266
3950,439.56603515260025,1,0,0,32928.927777983656,11372.547132871001
4896,214.57798117366715,7,0,1,23505.972079969382,18597.898835802556
1035,236.35199678203793,1,0,1,49540.86591981787,17554.989697690216
1684,495.2672435374708,1,1,0,11009.493833930568,15916.589487555384
1019,10.116386552183444,2,0,1,20105.841224851465,6200.2706958890485
3368,100.881725692594,7,1,1,30802.962444446017,18324.553945035743
4847,198.14230606066562,2,1,0,30878.120139142557,2852.6461568136297
3559,466.9690556183739,3,0,1,33557.322997822565,17213.255114616968
1399,44.31455581626081,1,0,0,40067.046880916765,7235.041374718548
3701,14.647862477964058,4,1,0,34939.113220771855,2021.6739215776843
1971,35.81507962884201,6,0,0,34011.25842112148,13717.782700574218
2906,53.386271200672894,4,1,0,12140.578516521731,5394.318638003154
3518,28.422418871067826,6,0,0,25061.21151157193,5627.8513914280065
2166,245.09285015968734,1,1,1,19282.22958804624,6814.896158346658
2115,294.5710315413906,1,1,0,20614.804464079018,2210.0105825478176
4425,143.126615823812,1,1,0,32173.498973613794,4365.415739766827
1833,205.16081814806142,2,1,1,17980.212597184338,1097.6529241256458
2823,54.932674204600765,7,0,1,21757.9640406759,9462.78090100995
3774,174.8215272759268,6,0,1,19483.388340693604,2600.8521709414545
2982,266.0344039009163,7,1,0,47940.11772872779,13970.399495839782
1853,368.8131855204761,2,1,0,47786.62928684381,5476.834172641319
1050,11.63971740105982,2,0,0,34397.662343842065,18927.908736668367
4736,238.98227560344975,5,0,1,46980.898749276,17553.780920574398
4769,155.5314094628923,4,0,0,41432.50581873493,6499.377004395957
1574,427.8826926290317,4,0,1,33597.91531207235,15881.093638476896
4261,360.6211244647785,3,0,0,10257.40845987183,16261.653188631319
2148,298.6631818907385,2,0,1,40900.65144317616,19744.6991681738
3197,145.86016639141906,6,1,0,38099.53366353875,12358.959750068014
3361,456.06616000819184,5,0,0,34610.146131296555,2557.3489582295815
3617,32.09933183795836,5,0,0,40416.97246729887,13289.907349601239
4413,63.639123352766426,7,1,1,30516.886590990627,12874.615219144669
3352,201.89876886477447,4,0,1,38163.33085285356,13128.660970988203
2715,70.9744030754596,2,0,0,47406.883469059736,6835.767313980019
1681,478.64369180411825,3,0,0,25032.20063384345,17333.912116526328
1837,401.01476785025784,2,0,0,38324.87339602502,19229.971476152827
4854,136.9014992848887,7,0,1,29027.51272043835,5136.537746584879
2077,298.39157219689025,1,1,0,36975.98607255926,2674.891004596245
4050,491.34195238924,2,0,0,40515.73342217457,4696.165630201198
3491,443.25749928443645,7,1,0,11818.100017431838,16590.490645858656
3660,304.391238756677,1,1,0,35864.01775794648,13856.248061577102
4040,452.82474391588255,1,0,1,19069.647376277782,13084.899504443407
3311,494.7006058085459,3,1,1,36801.30151230267,8634.069567079066
4124,374.24288321787583,6,0,0,28733.20743735254,11978.731458717279
2595,41.843340646618074,4,1,0,40942.109674595486,6849.608380212981
4051,206.77431584848887,2,1,1,14936.032608223857,10066.801508941264
4691,420.53461028879025,1,0,1,35052.894066247805,16068.197539042461
1004,122.97890594445931,2,0,0,21138.829157102093,19643.59035165378
2126,417.01483369780607,6,0,1,44119.27981322366,18717.289548206234
2219,68.96599339714801,4,0,1,47135.340225452295,18743.452914078727
1773,33.00322500242837,6,0,0,49855.93174716222,8642.250962095135
1876,198.2043996307123,4,1,1,41840.29609709133,9907.007729629027
1991,27.998649339040675,5,1,1,40149.362817120185,14407.07253101065
3931,479.0624288618296,4,1,0,18620.03035470204,18521.6466329744
4421,414.84079093904325,3,1,0,23440.28235960435,3697.8909276896084
1046,402.3771466936388,6,1,1,28627.301670491182,6780.59541271672
3914,318.591182268115,1,1,0,40935.24191128999,3645.6900472880807
3870,115.99877128791123,5,1,1,46598.63460311874,12628.162069229651
3983,263.9475796714322,3,0,0,17565.564000919385,6819.718940863213
4891,302.6642954908671,2,0,1,46894.69938680412,7196.049197738896
3703,267.2654354215314,6,1,0,37824.98609416232,2347.4032302716055
1268,137.51435029624838,7,1,1,34430.82922740154,7646.125174344246
1369,262.4714829142157,7,0,1,17993.65085127758,17387.433640630123
1635,250.681307025627,1,0,1,12221.001312366023,5428.383425925864
2129,498.2045301452949,4,0,0,32738.595940317595,14208.561857991248
2693,449.7437125426399,1,0,0,36060.6273331557,12962.93855383326
2682,237.05656662565377,7,1,1,18431.25797418753,17406.20755901319
1656,315.23931763820815,2,0,1,32258.248233018257,3513.4710053697268
1119,376.45708600519197,5,1,0,44259.73611050294,19574.20924655582
1830,27.083928514574207,5,1,0,43402.6378182008,12069.944274766945
2810,448.51150620164157,6,1,0,47094.207223451886,19914.00889458947
4675,431.46214004478264,5,0,0,24635.43238227522,18318.779791451165
2081,234.14172790911658,6,0,0,22721.982902036747,5208.82817014901
2974,201.6731853793861,6,1,0,39977.040239232345,2067.078188162949
2369,143.75009367959433,6,1,1,27244.4962038802,5857.14278211187
1740,243.57164588188053,7,1,0,13501.946561111225,11023.709330988977
4545,31.744565131286016,7,0,1,21312.045226819988,4260.33097423861
1116,427.5748313400338,4,1,0,26743.291421259564,4181.735145841782
2853,27.356960525087082,3,0,0,21700.65701905008,9789.27739499791
3838,171.2351690312368,6,1,1,23288.222837892863,1632.09145221781
2150,466.4788492763051,6,1,1,21751.03624697563,3315.873568113139
4464,370.2542007164918,3,1,0,11659.966687323178,8901.365448751003
2931,147.88157068298813,1,0,1,35483.788032977696,2199.4682749513627
2012,133.79805604083367,6,0,1,33891.69681413878,8538.346072655058
2664,12.490248510832723,4,1,1,36135.33993914722,10006.119053020457
2081,350.90000349637756,5,0,1,17692.3958413451,9574.065667389174
1633,33.90395501985482,5,1,0,21826.18166449941,17514.32229065866
1512,270.9752345063734,2,0,1,34784.63707779689,11071.186645982916
4822,481.4397665701044,2,0,0,33985.102738396854,9891.628787082824
3849,63.639741426682406,5,0,0,30253.21237417071,8803.475662441659
2119,448.295166174353,5,1,0,24016.530000407896,16534.84418778524
4709,495.8229142210736,7,0,0,46517.2401909876,18006.07547599683
2141,40.14334285722518,4,0,1,23590.80969195375,17211.606914745233
1559,442.624071877356,3,1,1,28224.766257490064,13797.384984496426
4672,262.8787200173722,2,1,0,37124.553238168344,3609.8731734048106
1487,454.1917225278442,7,1,0,31720.857234670566,6260.529420348233
4308,289.9462815405913,7,1,0,23875.43905457542,1875.1982099575712
4956,334.4348849522167,3,0,0,27425.791618260395,18685.65742481217
1896,276.4516649187256,7,0,1,41779.23271414025,13555.172064127297
4343,433.6015113506008,4,0,0,21125.166219464496,15180.894801951588
2212,369.61586028731386,5,0,1,15690.209591072617,6919.86305206235
1703,265.4175529684033,6,0,0,22526.528073191083,17067.416923269506
2470,435.398793985258,3,1,0,43981.368619516055,5932.462390461092
1580,130.18991080511393,5,0,0,13559.588594253866,1031.231385136544
3837,87.09692325423772,5,0,0,49667.84293489807,8151.8842878931855
3908,88.59605161173533,1,0,1,31640.1159571065,11844.468138222395
3294,173.66435058516657,3,1,1,49393.82975868376,10095.392301344928
4147,126.95811533749858,7,1,1,47559.856883439104,17379.446708955344
1153,465.74427174977194,6,0,0,28112.548568436672,3002.700433167172
2679,61.858705976006156,3,1,0,17939.642984213962,11522.645372040786
4506,352.50546163939794,7,1,1,16595.391062605537,10746.607646597242
1996,102.71855449465289,5,1,1,19599.574554798302,6346.466661271097
4157,442.00219505747157,6,1,0,38405.305622581494,16622.3341389632
3744,481.04449121060463,7,1,0,20917.999789259513,15304.12446176192
4356,238.08030429729195,4,1,1,23657.010784171933,14924.324559304789
2243,440.7450253117845,7,1,0,27951.152159784593,17647.657087121566
2092,12.521133669810236,1,0,0,46529.30721685825,14732.907411808903
4118,411.77398952996907,5,0,1,17575.736715393843,5404.984542579802
2008,122.02632914721252,7,1,0,10201.062104392124,14405.69152134413
3141,455.26364154199024,2,0,1,12403.856415126806,6846.353454407033
2773,10.548854625253648,2,0,0,46190.653667204715,5601.318356601941
1957,282.5290501694809,1,1,1,35900.65859373452,2387.0682650929193
4059,380.751543854618,4,0,0,20921.62477311227,15136.543026605857
1452,136.75728204197492,5,1,1,17087.700040447642,14509.018277046413
2227,104.6351036477736,3,1,1,21770.669465484574,5455.490075807781
3959,51.20812998931248,1,1,1,14591.877090051203,15238.201317758963
3265,169.95245248661357,4,0,1,47661.316411377644,18438.97677877751
3521,284.32371303132646,3,0,0,41368.24697461067,3052.550192340006
3479,66.76348982232625,2,0,0,28495.647076501627,5420.096129348724
3388,194.5807273735314,2,0,1,44598.50420460808,15254.955087658995
1550,14.445478279835232,3,1,0,19978.328171729292,6215.626796634487
2635,411.15291604492245,1,1,0,38684.82273888774,12868.615511390619
2312,72.93987186566378,2,0,0,44245.29996054974,2542.120264810576
4325,148.83804465013498,5,1,0,24270.748464930904,9591.847102967236
2757,19.02958218172656,6,1,0,40298.5778180287,15042.737017866108
1356,221.79798410733102,7,0,1,21802.893970572375,14043.764917821798
3070,421.6595363431972,3,1,1,21954.285410361234,16486.36991284033
2785,202.15409360814633,3,0,1,14282.287142167443,17671.590405460207
3569,97.95368847767837,2,1,1,27602.32186037595,15690.486523916406
2781,379.3124286847544,1,0,0,39188.47625989689,13760.167115839593
4908,396.5154211166647,5,1,0,47608.8322228514,1602.7273445045919
4171,95.13920290070773,1,1,1,34151.879677163844,11164.366794779437
3849,387.718513185085,4,0,0,44525.42150942956,1716.256773382203
4251,474.1759652456056,4,0,0,42899.78597160908,16353.288525204429
4294,91.52501759681344,6,0,1,16933.722119011232,7093.765964739194
4977,387.7823033407464,2,0,0,29432.69715650526,11686.158108240497
3809,357.2002822552884,2,1,1,14676.94142101566,6309.460839059149
4730,242.05120533319337,2,1,1,37286.1264624654,15867.502743225577
3489,38.381025673811166,6,0,0,47995.98672984304,17843.54800619615
2631,46.600264701348465,4,1,0,15483.578323150261,8574.207390048216
3816,427.68318300733733,1,0,1,39355.32523210165,17395.52547670879
2015,495.17270264781706,6,0,1,35289.526034714436,6074.4251416703155
2348,341.26560602150965,6,1,0,33344.20148032399,11158.557538434952
1515,228.51957043505752,1,1,1,25604.80938753357,17316.467166935377
4087,327.3110852669347,2,0,1,24205.265910152502,7191.7455097000175
3839,301.2539710219872,5,0,1,11809.967560755515,19126.80303648363
1335,197.97000759875468,1,0,0,18716.34833008054,3315.710533846289
2782,42.15681084126634,4,1,1,10607.075291473077,1347.2263247466185
3305,412.5413442296461,3,1,0,33256.68422328083,18178.571698985623
1496,192.19842932697506,3,1,1,14234.129435116354,2304.324656809573
1895,411.20496524497594,7,1,0,44920.77576118864,19845.89472300234
3207,133.7292873473073,7,0,1,30925.72082788661,19076.540377603014
4546,10.504445124360364,6,0,0,37987.59636234834,3603.3972906900926
1851,87.87975880561069,3,0,0,26434.28367361986,11214.107888158751
2687,239.58431421660634,5,0,0,32423.192360041947,4513.485651875742
2931,472.7087811293366,2,0,1,47706.36707866522,9134.948287572277
3737,60.0748736499223,4,0,1,13309.36158494683,2167.077455936821
4746,428.56278948616733,7,1,1,20157.510876947847,5254.5671681352005
3427,268.2418071438124,5,1,0,41199.53307642177,7902.183131579091
2568,414.70117524194933,4,0,1,13949.488275306634,9334.30250467504
1956,156.2034711850964,4,0,0,13026.444156164434,19572.42890596897
3738,421.5741106895112,2,1,1,24461.65595016154,16349.447267995643
4498,388.6831622082342,6,1,0,13686.718338897292,15010.788941926978
2636,122.72630468540262,3,1,0,33403.13768824813,11203.784980097511
2291,74.35421194059525,2,1,0,19051.010032663995,16959.95745148252
4906,435.3466180408235,5,0,1,45827.91852797489,7447.133877458511
4648,481.9859601856646,6,0,1,41340.00323381027,14469.083142693005
2440,25.33813373628296,5,0,1,37988.20824397905,19881.89553218527
2191,368.3223328171059,6,0,0,34677.761095380076,6977.949269768777
4913,455.667010364431,7,0,0,44538.62921365853,13806.33316279538
2066,430.10644512532434,5,1,1,18922.482461710275,17041.982418895266
4627,482.6150314124022,2,0,1,44924.35371056911,18400.344083662774
1284,382.4460984346676,6,1,1,41579.69193696209,14640.721127861934
3444,226.72639356664604,6,0,0,39926.43305550743,6388.550544925589
1011,162.85647534261392,4,0,0,32450.227122996963,7199.360879809983
2630,167.16394281468246,4,0,0,19849.766438824,1394.4026103553201
4373,364.96710958091734,1,0,0,26941.916639675852,15456.833575758685
4969,375.4601358951725,5,0,0,41742.82618155207,1812.0525151770762
4324,108.1759803388692,4,1,1,11271.139374292978,17428.394737452167
3546,435.3801786103602,1,1,0,41282.03077055033,3254.551675016237
1753,360.3127796991013,7,1,0,19602.82961950266,4265.6537305825605
3082,285.7476403082575,7,0,0,15772.36802886412,10054.002945812508
3774,241.05090545023123,4,0,0,14628.052727212085,15019.727888206105
3896,276.1840748370795,5,1,0,11090.000478032605,3641.041898782476
1089,88.03041175683958,6,0,1,30943.459408858114,9361.35042626347
1775,109.81361214537436,3,0,0,18730.394907749178,10174.17421379199
3652,54.67060029903392,5,1,0,49577.27063118526,5033.427191703235
4993,85.2924386989452,2,0,0,32977.47023488823,3195.609156932003
4017,232.3098809565885,7,1,1,15515.410774240416,16891.99753672715
2625,269.87365292684547,4,0,1,37550.501632454616,10546.847345492544
4069,18.752327314376494,4,1,1,45909.74266038901,1273.2434836989064
1417,400.43093565337347,6,0,0,39807.17981478457,16256.644724872973
1114,154.14230693830416,2,0,1,13057.594441577907,19635.082302877112
1616,456.7996571303564,6,1,0,45835.36724770638,12512.597712870698
4974,484.0805191707511,2,0,0,41757.17543439859,10570.459354597344
4267,100.87484859156062,3,0,1,16332.156004224573,17689.90139785427
1825,236.42767247517372,7,1,0,12071.435549312675,19097.819004007375
4572,10.603599231548685,4,0,0,32292.42301257234,15336.20140214675
2649,303.1803599099892,4,1,0,16241.432453599076,9463.605664951468
2516,307.5801596487089,3,0,1,43383.63810381088,12252.206587297369
4146,131.29457824565384,1,0,0,24333.38626686695,14317.771935341985
1412,283.622209565767,7,0,0,46515.69778946302,4691.197849034227
4447,120.51466979743036,6,0,1,32627.52688564023,9496.819612112322
4491,88.80447984831314,3,1,0,17306.895369586724,16766.604029628415
1728,329.2445387331097,6,0,0,15583.954694392003,13439.781621470416
4348,169.7034773365167,5,1,1,33058.89750231015,8812.877277025229
4068,299.229330053955,4,0,0,40475.34447449776,13603.888146278947
3808,222.29090699611123,6,0,0,41260.22590968729,3246.2258293767377
1675,492.3321896274229,2,0,0,21030.296177651253,8628.45460073265
4465,83.29451490710723,6,0,0,18169.8703564867,16069.442221298072
2892,237.653312351547,5,1,0,10670.252179695297,5189.666955596313
3504,343.4237469160694,7,1,1,37167.96604804677,4533.268643590936
3967,203.81709110118464,4,1,1,13062.73033734156,19065.554538412198
3239,487.602927416638,3,1,1,26830.44807063703,4988.054962138383
3786,363.72493768419815,5,0,1,34067.286560731845,5957.4530133531935
4760,331.9220902066016,4,1,0,47484.35779678708,19422.70283918242
2122,380.95904112949944,6,1,0,22472.085478230743,14959.462835035487
2571,476.79783263897133,7,0,0,19990.88649786079,14292.334127447035
1977,454.8311399624737,1,0,0,36166.40617144394,17205.601293237043
2008,364.89980098194184,7,0,0,34769.561282143266,3200.638562499091
3143,377.0892031596287,1,0,1,23284.391332324984,14413.168495020136
2687,81.50181627722127,2,1,1,47124.07342039146,10570.083577236539
3710,60.36827820140619,7,1,0,43794.49309958531,16753.862165398656
4261,289.7432059036405,4,0,0,18959.301834603248,10654.692654638691
4807,19.0001421008646,1,0,0,19565.701817380927,12784.585731109331
1036,246.35462696027986,3,0,1,30492.013875483222,10077.100401591182
4851,113.07129416024561,4,1,0,40942.884069228814,10085.019547561038
4440,179.5481181459714,3,1,0,11761.615175538576,15591.429583174799
4766,390.14432053854847,7,0,0,37733.40614938826,12942.76161229838
2548,471.20637707386936,3,0,1,35929.43589528388,13032.000830578798
3326,45.483973351707334,1,1,0,19259.20383651953,9555.36719279899
3264,271.77868092845813,4,0,1,37254.120529653956,11091.080430413023
3914,442.441408051604,6,0,1,47607.3276500833,15168.635657890958
1872,50.42918187580643,5,1,1,11871.433798870741,16692.877463126446
2821,414.01188297944856,1,0,1,22786.0822116825,14234.666640736878
2296,185.32266195485298,1,1,1,27527.06866665421,18557.38678806798
4952,167.82640408747432,6,0,1,45970.41435698758,16586.157674796817
3109,488.958529294245,4,0,0,48490.45786436627,11675.412006380851
1595,108.42095403252415,4,1,0,27764.60985985329,13756.715380231
2903,349.66503100311365,7,1,0,40001.136485687646,18599.857261502722
1728,412.50595672483456,3,0,1,31266.44095057932,12764.192840618109
2365,30.17991268684312,7,1,0,31511.31738965506,16671.33201161678
1396,338.488874593662,6,0,1,21123.980602654257,14087.399568209754
1698,476.2594874341102,7,0,1,18678.24983455518,11486.790860148863
4090,70.86778369674909,6,1,1,21520.213836961644,5594.925712891709
3224,449.1484383156688,4,0,0,32253.120290283172,9093.952869900135
2635,301.44055231469866,3,0,1,11166.20744088356,19387.113671840598
1395,312.13624511261224,7,1,1,46289.95777425623,13497.5422821794
3492,310.34264568414693,1,1,0,16251.348381991049,11723.512226440802
4304,156.42958430528378,2,0,0,18803.54707485546,18726.17588503632
4986,468.2488894967352,5,1,1,30731.047057905853,12143.723839711525
1075,474.20172668920895,1,1,1,38404.59065349118,10995.567849930656
1264,316.39928350483444,4,1,0,13829.162189775892,15426.9062478539
3502,393.8771357113912,5,1,0,22707.787901886488,14540.646760744345
2819,310.0064130817674,2,0,0,48746.984222974286,4670.040159760221
1717,247.3552393112799,2,0,1,20493.718671237828,9954.857216908302
3782,333.80185796663284,3,0,0,22522.005802525877,9977.793413572119
4455,280.9707117700596,5,1,0,43459.93962472134,8186.2657896235505
4635,302.7631726896457,3,1,0,12008.57726761821,10828.57616089281
1850,394.07795117524233,1,1,1,28584.526752358834,8849.04055681574
4577,245.64287741000257,6,1,0,25184.670578066813,4787.564299952479
2390,29.969511985311655,6,1,0,22663.470396346045,8834.96325821894
1143,90.35974568485365,6,1,0,21427.98376179058,2373.262003890355
1884,224.9175360798738,5,1,0,13654.964194416369,11939.93139271382
4140,365.1650143382886,6,0,0,22593.033174065953,17219.436429881127
4170,300.7065376719876,1,0,1,11722.096108626743,14780.45460273655
1395,328.64415107799243,3,1,1,41238.55454577741,7847.4867610281135
4096,244.84667500238078,5,1,1,25929.11175832047,2654.3529059688553
3995,311.713590751699,3,1,0,27756.153292796465,4840.838585280144
3938,171.21854452918447,5,0,1,45743.783458005266,11364.316469401878
2492,240.38947042136587,3,0,1,36322.19935444883,4934.084584277624
4555,374.69674214152826,2,1,1,10322.364133684792,11335.489114414382
4636,437.19806169682937,3,1,0,47726.9929184514,5400.381470514079
4222,222.49111363863057,6,0,0,19485.77863910845,17129.55352004538
2167,31.394212276606982,2,0,1,14304.567390394353,8548.157983968735
3616,89.2195466319333,3,0,1,40725.12713523529,5665.46189294533
2062,20.221958252853668,5,0,0,30019.092634668727,16434.197424694168
3156,330.0988794262918,5,1,0,27350.822640720704,7513.940331303564
4764,172.83416642400337,5,0,1,19980.12318730967,3118.2660689368568
2065,275.81453150249007,4,0,0,31898.859594492744,11837.780336669191
2209,251.7056549240618,1,1,1,20975.384208103496,12049.719884321787
3982,49.94797988068908,5,0,0,46063.3202114827,14579.21782947895
3445,207.5980669506776,2,0,1,18608.17918932771,5564.169230959325
4294,118.0749512119384,5,0,1,45374.20601823014,9431.655442752657
1633,215.01589644714983,4,1,0,32376.217029094278,6364.990461810468
2156,109.75335736769891,6,0,1,43139.52535580964,2538.120986198074
4234,421.82167907569743,2,1,1,38513.8398344382,17655.66271330194
2238,95.35473492334428,4,1,1,37867.804457469945,14848.526285278482
1732,480.7824702286187,6,0,0,22973.83230780223,6727.798129717214
1234,213.794609412001,7,0,0,19355.87725888814,12388.08686456774
4914,424.66019308933414,7,0,0,18435.449107231525,4824.011974554976
3705,318.0947609209131,2,0,1,44287.66628238354,17914.495814119648
1750,370.3216463462188,3,1,0,42817.0728103608,3183.220523876296
3635,386.18470515272236,1,0,1,27622.94112049229,1072.905764648217
4080,257.37399212757873,1,0,1,15296.184539858185,10538.15575704446
4145,276.2172564480113,4,0,0,25290.090079098336,12079.428645604516
1953,261.85797522627524,6,1,0,34773.738165476454,12000.341085620283
3539,298.14860526413884,1,0,1,28176.126179198112,2035.7266213186995
3960,24.403278420688572,6,0,1,41207.570739319795,6966.832331450217
4324,203.80243322601748,6,1,0,49904.91289005542,10484.779989985305
4301,307.03246964497407,4,1,0,17645.283537955875,5115.004526917577
